23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Scrapy 2.5.1 started (bot: scrapybot)
23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Versions: lxml 4.6.3.0, libxml2 2.9.10, cssselect 1.1.0, parsel 1.6.0, w3lib 1.22.0, Twisted 20.3.0, Python 3.9.10 (main, Jan 16 2022, 17:12:18) - [GCC 11.2.0], pyOpenSSL 21.0.0 (OpenSSL 1.1.1m  14 Dec 2021), cryptography 3.4.8, Platform Linux-5.9.0-kali1-amd64-x86_64-with-glibc2.33
23-Mar-22 00:06:18 - scrapy.utils.log - DEBUG - Using reactor: twisted.internet.epollreactor.EPollReactor
23-Mar-22 00:06:18 - scrapy.crawler - INFO - Overridden settings:
{'CONCURRENT_REQUESTS': 15,
 'LOG_LEVEL': 'CRITICAL',
 'RETRY_ENABLED': False,
 'USER_AGENT': 'Sitadel 1.0.1'}
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet Password: a71ba48511ade9a4
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled item pipelines:
[]
23-Mar-22 00:06:18 - scrapy.core.engine - INFO - Spider opened
23-Mar-22 00:06:18 - scrapy.extensions.logstats - INFO - Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet console listening on 127.0.0.1:6023
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads~/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads.zip HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads.rar HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads.old/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads.bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads.bac/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads.backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads_old/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads_bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads_backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb~/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads2/ HTTP/1.1" 404 0
23-Mar-22 00:09:28 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /uploads1/ HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb.tar HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb.zip HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb.rar HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb.bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb.old/ HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb.bac/ HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb.backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb_old/ HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb_bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb_backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:29 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb1/ HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /tsweb2/ HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query~/ HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query.rar HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query.old/ HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query.zip HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query.tar HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query.bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query.bac/ HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query.backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query_old/ HTTP/1.1" 404 0
23-Mar-22 00:09:30 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query_bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query1/ HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query_backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /query2/ HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent.tar HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent~/ HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent.zip HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent.rar HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent.bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent.old/ HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent.bac/ HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent.backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:31 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent_old/ HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent_bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent_backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent1/ HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache~/ HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /recent2/ HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache.tar HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache.rar HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache.zip HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache.bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache.old/ HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache.bac/ HTTP/1.1" 404 0
23-Mar-22 00:09:32 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache_bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache_old/ HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache.backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache_backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache1/ HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /cache2/ HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common~/ HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common.tar HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common.rar HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common.zip HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common.old/ HTTP/1.1" 404 0
23-Mar-22 00:09:33 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common.backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common.bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common.bac/ HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common_old/ HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common_bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common_backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common1/ HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /common2/ HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content.tar HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content~/ HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content.zip HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content.rar HTTP/1.1" 404 0
23-Mar-22 00:09:34 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content.old/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content.bac/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content.bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content.backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content_old/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content_backup/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content_bak/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content2/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /wp-content1/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /shell~/ HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /shell.tar HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /shell.zip HTTP/1.1" 404 0
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:35 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:36 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /shell.rar HTTP/1.1" 404 0
23-Mar-22 00:09:36 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:36 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /shell.old/ HTTP/1.1" 404 0
23-Mar-22 00:09:36 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:09:36 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /shell.bak/ HTTP/1.1" 404 0
